id,gender,country,age,box_cox,median,coefficient,p_2,p_3,p_5,p_10,p_25,p_50,p_75,p_80,p_90,p_95,p_97,p_98,p_85,created_at,updated_at,type
3751,f,AUS,210.5,-2.26238209,21.10163241,0.147323144,,17.01748828,17.39427286,18.03182181,19.29251705,21.10163241,23.61557603,,26.9937009,29.98109225,32.62566902,,25.44895346,2016-06-19T11:35:05.072Z,2016-06-19T11:35:05.072Z,BmiChart
3752,f,AUS,211.5,-2.269731517,21.13215845,0.147286698,,17.0453012,17.42218439,18.05995835,19.32134706,21.13215845,23.65018962,,27.03787056,30.03857329,32.69952105,,25.48810377,2016-06-19T11:35:05.078Z,2016-06-19T11:35:05.078Z,BmiChart
3753,f,AUS,212.5,-2.276917229,21.16206171,0.147260415,,17.07236026,17.44935184,18.08736842,19.34948942,21.16206171,23.68429059,,27.08172575,30.09599042,32.77362474,,25.52684029,2016-06-19T11:35:05.083Z,2016-06-19T11:35:05.083Z,BmiChart
3754,f,AUS,213.5,-2.283925442,21.1913351,0.147244828,,17.09864412,17.47575509,18.11403409,19.37693055,21.1913351,23.71788103,,27.12528094,30.15336926,32.84801632,,25.56517184,2016-06-19T11:35:05.087Z,2016-06-19T11:35:05.087Z,BmiChart
3755,f,AUS,214.5,-2.290731442,21.21997472,0.147240683,,17.12412619,17.50136974,18.13993458,19.4036568,21.21997472,23.75096919,,27.16855668,30.21073618,32.92272296,,25.603114,2016-06-19T11:35:05.092Z,2016-06-19T11:35:05.092Z,BmiChart
3756,f,AUS,215.5,-2.29732427,21.24797262,0.147248467,,17.14878634,17.52617667,18.16505254,19.4296545,21.24797262,23.78355579,,27.21156668,30.26811799,32.9977851,,25.64067435,2016-06-19T11:35:05.097Z,2016-06-19T11:35:05.097Z,BmiChart
3757,f,AUS,216.5,-2.303687802,21.27532239,0.14726877,,17.17260194,17.55015468,18.18936927,19.45490996,21.27532239,23.81564452,,27.25432769,30.32554216,33.07323931,,25.67786376,2016-06-19T11:35:05.102Z,2016-06-19T11:35:05.102Z,BmiChart
3758,f,AUS,217.5,-2.309799971,21.30201933,0.147302299,,17.19554744,17.57328018,18.21286444,19.47940934,21.30201933,23.84724252,,27.29685999,30.38303689,33.14911749,,25.714697,2016-06-19T11:35:05.107Z,2016-06-19T11:35:05.107Z,BmiChart
3759,f,AUS,218.5,-2.315651874,21.32805489,0.147349514,,17.21760352,17.59553468,18.23552108,19.50313889,21.32805489,23.8783497,,27.33917721,30.44063073,33.22546443,,25.75118107,2016-06-19T11:35:05.111Z,2016-06-19T11:35:05.111Z,BmiChart
3760,f,AUS,219.5,-2.32121731,21.35342563,0.147411215,,17.23874246,17.61689275,18.25731763,19.52608462,21.35342563,23.90897582,,27.38130268,30.49835324,33.30230965,,25.7873338,2016-06-19T11:35:05.121Z,2016-06-19T11:35:05.121Z,BmiChart
3761,f,AUS,220.5,-2.326481911,21.37812462,0.147487979,,17.25894211,17.63733356,18.27823552,19.54823263,21.37812462,23.93912415,,27.42325378,30.55623433,33.37969431,,25.82316611,2016-06-19T11:35:05.127Z,2016-06-19T11:35:05.127Z,BmiChart
3762,f,AUS,221.5,-2.331428139,21.40214589,0.147580453,,17.2781787,17.6568349,18.29825524,19.5695689,21.40214589,23.96879993,,27.46505002,30.61430463,33.45765732,,25.85869115,2016-06-19T11:35:05.132Z,2016-06-19T11:35:05.132Z,BmiChart
3763,f,AUS,222.5,-2.336038473,21.42548351,0.147689289,,17.29642829,17.67537444,18.31735722,19.59007937,21.42548351,23.99800858,,27.50671138,30.67259539,33.53623826,,25.89392241,2016-06-19T11:35:05.138Z,2016-06-19T11:35:05.138Z,BmiChart
3764,f,AUS,223.5,-2.34029545,21.44813156,0.14781515,,17.31366688,17.69292976,18.33552175,19.60974989,21.44813156,24.02675569,,27.54825824,30.73113849,33.61547736,,25.92887369,2016-06-19T11:35:05.145Z,2016-06-19T11:35:05.145Z,BmiChart
3765,f,AUS,224.5,-2.344181703,21.47008412,0.147958706,,17.32987032,17.70947829,18.35272903,19.62856629,21.47008412,24.05504702,,27.58971144,30.78996648,33.69541553,,25.96355908,2016-06-19T11:35:05.151Z,2016-06-19T11:35:05.151Z,BmiChart
3766,f,AUS,225.5,-2.34768,21.49133529,0.148120633,,17.34501435,17.72499741,18.36895919,19.64651429,21.49133529,24.08288851,,27.63109226,30.84911253,33.77609435,,25.99799301,2016-06-19T11:35:05.158Z,2016-06-19T11:35:05.158Z,BmiChart
3767,f,AUS,226.5,-2.350773286,21.51187918,0.148301619,,17.35907462,17.73946435,18.38419225,19.66357958,21.51187918,24.11028624,,27.67242239,30.90861047,33.8575561,,26.03219019,2016-06-19T11:35:05.165Z,2016-06-19T11:35:05.165Z,BmiChart
3768,f,AUS,227.5,-2.353444725,21.53170989,0.148502355,,17.37202667,17.75285625,18.39840811,19.67974776,21.53170989,24.13724646,,27.71372396,30.96849476,33.93984372,,26.06616563,2016-06-19T11:35:05.171Z,2016-06-19T11:35:05.171Z,BmiChart
3769,f,AUS,228.5,-2.355677743,21.55082155,0.148723546,,17.38384594,17.76515018,18.41158663,19.69500438,21.55082155,24.16377555,,27.75501954,31.02880054,34.02300086,,26.09993465,2016-06-19T11:35:05.178Z,2016-06-19T11:35:05.178Z,BmiChart
3770,f,AUS,229.5,-2.35745607,21.56920824,0.148965902,,17.39450778,17.77632308,18.42370753,19.70933491,21.56920824,24.18988006,,27.7963321,31.08956357,34.10707184,,26.13351285,2016-06-19T11:35:05.183Z,2016-06-19T11:35:05.183Z,BmiChart
3771,f,AUS,230.5,-2.358763788,21.58686406,0.149230142,,17.40398745,17.78635182,18.43475047,19.72272474,21.58686406,24.21556667,,27.83768505,31.1508203,34.1921017,,26.16691611,2016-06-19T11:35:05.188Z,2016-06-19T11:35:05.188Z,BmiChart
3772,f,AUS,231.5,-2.359585369,21.60378309,0.149516994,,17.41226013,17.79521318,18.44469501,19.73515921,21.60378309,24.24084219,,27.87910223,31.21260782,34.27813617,,26.20016061,2016-06-19T11:35:05.194Z,2016-06-19T11:35:05.194Z,BmiChart
3773,f,AUS,232.5,-2.359905726,21.61995939,0.149827195,,17.41930091,17.80288385,18.45352064,19.74662357,21.61995939,24.26571357,,27.92060786,31.27496389,34.3652217,,26.23326279,2016-06-19T11:35:05.198Z,2016-06-19T11:35:05.198Z,BmiChart
3774,f,AUS,233.5,-2.359710258,21.635387,0.150161492,,17.42508482,17.80934044,18.46120675,19.757103,21.635387,24.29018788,,27.9622266,31.33792691,34.45340544,,26.26623937,2016-06-19T11:35:05.204Z,2016-06-19T11:35:05.204Z,BmiChart
3775,f,AUS,234.5,-2.358980464,21.65006126,0.150520734,,17.42958448,17.81455755,18.46773133,19.76658246,21.65006126,24.31427499,,28.00398629,31.40153631,34.54273066,,26.29911039,2016-06-19T11:35:05.210Z,2016-06-19T11:35:05.210Z,BmiChart
3776,f,AUS,235.5,-2.357714508,21.6639727,0.150905439,,17.43278087,17.81851675,18.47307706,19.77504736,21.6639727,24.33797514,,28.04590512,31.46583097,34.6332581,,26.33188509,2016-06-19T11:35:05.215Z,2016-06-19T11:35:05.215Z,BmiChart
3777,f,AUS,236.5,-2.355892424,21.67711736,0.151316531,,17.43464513,17.82119134,18.47722102,19.78248242,21.67711736,24.3613,,28.08801335,31.53085181,34.72502979,,26.36458581,2016-06-19T11:35:05.219Z,2016-06-19T11:35:05.219Z,BmiChart
3778,f,AUS,237.5,-2.353501353,21.68948935,0.151754808,,17.43515168,17.82255737,18.48014209,19.78887249,21.68948935,24.3842575,,28.13033767,31.59663995,34.81809511,,26.39723077,2016-06-19T11:35:05.224Z,2016-06-19T11:35:05.224Z,BmiChart
3779,f,AUS,238.5,-2.350528726,21.70108288,0.152221086,,17.43427465,17.8225906,18.48181892,19.79420232,21.70108288,24.40685591,,28.17290543,31.66323724,34.91250374,,26.42983873,2016-06-19T11:35:05.229Z,2016-06-19T11:35:05.229Z,BmiChart
3780,f,AUS,239.5,-2.346962247,21.71189225,0.152716206,,17.43198786,17.82126653,18.48222995,19.79845655,21.71189225,24.42910393,,28.21574476,31.73068625,35.00830552,,26.4624291,2016-06-19T11:35:05.234Z,2016-06-19T11:35:05.234Z,BmiChart
3781,f,AUS,240,-2.34495843,21.71699934,0.152974718,,17.43031075,17.82009046,18.48195582,19.80017572,21.71699934,24.44009565,,28.23727135,31.76474311,35.05675093,,26.47871966,2016-06-19T11:35:05.239Z,2016-06-19T11:35:05.239Z,BmiChart
3782,f,AUS,240.5,-2.342796948,21.72190973,0.153240872,,17.42826863,17.81856356,18.48135557,19.80161999,21.72190973,24.45100622,,28.25887983,31.79902964,35.10555822,,26.49501679,2016-06-19T11:35:05.243Z,2016-06-19T11:35:05.243Z,BmiChart
