"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2022","26.02","26.05","26.21","25.64","1.16M","0.00%"
"03/30/2022","26.02","25.85","26.19","25.45","2.26M","0.74%"
"03/29/2022","25.83","26.78","26.91","25.71","3.10M","-2.02%"
"03/28/2022","26.36","27.42","27.42","26.17","4.03M","-3.94%"
"03/25/2022","27.44","27.29","27.82","27.02","3.48M","0.98%"
"03/24/2022","27.18","27.61","28.24","26.97","4.72M","-1.31%"
"03/23/2022","27.54","26.59","28.22","26.47","8.96M","3.28%"
"03/22/2022","26.66","26.99","27.35","26.59","3.28M","-0.99%"
"03/21/2022","26.93","26.59","27.61","26.42","6.74M","2.31%"
"03/18/2022","26.32","24.54","26.64","24.42","8.13M","8.03%"
"03/17/2022","24.36","24.65","25.09","24.36","2.86M","-1.08%"
"03/16/2022","24.63","25.30","26.02","24.59","3.08M","-2.70%"
"03/15/2022","25.31","25.92","25.92","25.31","3.00M","-2.70%"
"03/14/2022","26.02","26.78","26.78","25.98","2.76M","-1.93%"
"03/11/2022","26.53","26.02","26.93","25.85","4.89M","2.49%"
"03/10/2022","25.88","26.55","26.87","25.77","3.93M","-2.08%"
"03/09/2022","26.43","27.00","27.44","26.40","5.59M","-0.07%"
"03/08/2022","26.45","27.50","28.01","26.15","9.11M","-3.80%"
"03/07/2022","27.50","26.40","28.85","26.34","16.45M","4.85%"
"03/04/2022","26.23","25.90","26.55","25.45","6.17M","1.17%"
"03/03/2022","25.92","25.66","26.38","24.95","7.56M","2.25%"
"03/02/2022","25.35","24.80","25.64","24.21","8.92M","3.01%"
"03/01/2022","24.61","23.09","24.95","23.09","8.03M","7.55%"
"02/28/2022","22.88","21.74","23.26","21.55","6.71M","3.70%"
"02/25/2022","22.07","21.14","22.33","21.04","6.20M","6.31%"
"02/24/2022","20.76","21.35","22.41","20.76","6.13M","-9.97%"
"02/23/2022","23.05","22.05","23.76","22.03","11.57M","6.58%"
"02/22/2022","21.63","21.36","22.18","21.10","3.20M","-1.13%"
"02/21/2022","21.88","20.91","22.43","20.83","6.50M","1.05%"
"02/18/2022","21.65","21.65","23.02","20.79","14.27M","0.09%"
"02/17/2022","21.63","22.56","22.56","21.44","4.57M","-3.39%"
"02/16/2022","22.39","22.67","22.96","22.14","3.61M","-1.01%"
"02/15/2022","22.62","22.60","23.36","22.26","5.87M","0.93%"
"02/14/2022","22.41","22.60","22.98","21.82","6.65M","-2.72%"
"02/11/2022","23.04","23.83","24.12","22.94","4.74M","-4.49%"
"02/10/2022","24.12","24.86","25.11","24.10","6.47M","-3.05%"
"02/09/2022","24.88","23.83","25.83","23.49","13.21M","3.48%"
"02/08/2022","24.04","24.97","25.31","22.96","11.85M","-2.01%"
"02/07/2022","24.54","24.78","26.02","24.16","11.98M","-0.62%"
"02/04/2022","24.69","23.15","25.12","22.41","14.55M","6.82%"
"02/03/2022","23.11","21.19","23.32","21.12","16.01M","8.37%"
"02/02/2022","21.33","21.74","22.07","20.95","7.99M","-1.75%"
"02/01/2022","21.71","22.28","22.64","21.50","8.76M","-1.72%"
"01/31/2022","22.09","22.98","23.89","21.27","19.66M","-3.16%"
"01/28/2022","22.81","21.84","23.30","21.00","21.99M","6.66%"
"01/27/2022","21.38","20.68","21.38","20.45","8.96M","9.96%"
"01/26/2022","19.45","18.61","19.45","18.61","3.75M","9.93%"
"01/25/2022","17.69","17.83","18.37","16.83","14.59M","0.87%"
"01/24/2022","17.54","16.97","18.34","16.40","20.65M","2.73%"
"01/21/2022","17.07","15.62","17.18","15.48","12.53M","9.30%"
"01/20/2022","15.62","16.14","16.30","15.45","5.27M","-3.01%"
"01/19/2022","16.10","15.48","16.30","14.95","14.86M","3.92%"
"01/18/2022","15.50","15.46","16.58","15.19","14.61M","1.30%"
"01/17/2022","15.30","14.41","15.75","14.28","11.76M","6.76%"
"01/14/2022","14.33","14.43","14.64","14.24","2.37M","-0.72%"
"01/13/2022","14.43","14.24","14.69","13.95","3.97M","1.33%"
"01/12/2022","14.24","14.66","14.80","14.24","2.96M","-1.83%"
"01/11/2022","14.51","14.13","14.98","14.13","7.89M","2.76%"
"01/10/2022","14.12","14.16","14.41","14.00","2.11M","-0.27%"
"01/07/2022","14.16","14.32","14.65","13.90","4.23M","-0.67%"
"01/06/2022","14.25","13.53","14.68","13.32","7.74M","5.26%"
"01/05/2022","13.54","13.20","14.04","13.10","6.07M","2.96%"
"01/04/2022","13.15","12.89","13.29","12.87","3.94M","1.99%"
"01/03/2022","12.89","12.41","13.14","12.41","4.28M","4.46%"
"12/31/2021","12.34","12.24","12.60","12.11","2.23M","0.85%"
"12/30/2021","12.24","12.42","12.55","12.13","1.75M","-0.85%"
"12/29/2021","12.34","12.44","12.72","12.23","1.56M","-1.14%"
"12/28/2021","12.49","12.88","12.95","12.48","1.78M","-2.95%"
"12/27/2021","12.87","12.91","13.16","12.75","2.22M","1.19%"
"12/24/2021","12.71","12.23","13.26","12.18","4.10M","4.36%"
"12/23/2021","12.18","12.34","12.54","11.97","2.16M","-1.00%"
"12/22/2021","12.31","12.52","13.10","12.30","2.26M","-1.74%"
"12/21/2021","12.52","12.91","13.07","12.31","3.29M","1.70%"
"12/20/2021","12.32","11.75","13.10","11.32","4.93M","1.49%"
"12/17/2021","12.13","13.48","13.65","12.13","5.52M","-9.94%"
"12/16/2021","13.47","13.25","13.52","13.10","2.50M","2.09%"
"12/15/2021","13.20","13.62","13.71","13.15","2.94M","-2.66%"
"12/14/2021","13.56","13.75","14.01","13.54","4.78M","-1.52%"
"12/13/2021","13.77","13.72","13.79","13.59","2.48M","0.76%"
"12/10/2021","13.66","13.86","14.01","13.53","2.55M","-0.28%"
"12/09/2021","13.70","13.90","14.03","13.70","2.16M","-1.37%"
"12/08/2021","13.89","14.02","14.18","13.83","4.17M","-0.68%"
"12/07/2021","13.99","13.85","14.36","13.81","7.86M","1.59%"
"12/06/2021","13.77","14.04","14.04","13.63","3.98M","-1.09%"
"12/03/2021","13.92","14.17","14.24","13.90","3.55M","-0.88%"
"12/02/2021","14.04","13.52","14.19","13.52","8.49M","4.15%"
"12/01/2021","13.48","13.51","13.63","13.44","2.45M","0.14%"
"11/30/2021","13.46","13.48","13.82","13.42","4.85M","0.57%"
"11/29/2021","13.39","13.51","13.64","13.35","2.93M","-0.70%"
"11/26/2021","13.48","13.42","13.82","13.15","6.09M","0.50%"
"11/25/2021","13.42","13.39","13.58","13.29","3.46M","0.28%"
"11/24/2021","13.38","13.33","13.61","13.27","3.94M","0.64%"
"11/23/2021","13.29","13.63","13.74","13.03","3.58M","-2.64%"
"11/22/2021","13.65","13.40","13.75","13.40","2.39M","1.91%"
"11/19/2021","13.40","13.37","13.63","13.29","2.72M","0.43%"
"11/18/2021","13.34","13.35","13.45","13.05","2.97M","0.00%"
"11/17/2021","13.34","13.28","13.63","13.26","2.29M","0.43%"
"11/16/2021","13.28","13.86","13.86","13.27","2.65M","-4.18%"
"11/15/2021","13.86","14.15","14.19","13.82","2.55M","-0.95%"
"11/12/2021","14.00","13.89","14.07","13.75","2.52M","1.03%"
"11/11/2021","13.85","14.01","14.13","13.75","2.59M","-1.29%"
"11/10/2021","14.03","13.94","14.29","13.65","4.61M","0.34%"
"11/09/2021","13.99","14.58","14.72","13.96","5.14M","-4.04%"
"11/08/2021","14.58","15.00","15.07","14.50","5.51M","-2.48%"
"11/05/2021","14.95","14.71","15.57","14.61","18.41M","5.28%"
"11/04/2021","14.20","14.41","14.52","14.00","4.29M","0.61%"
"11/03/2021","14.11","14.01","14.30","13.32","5.96M","0.41%"
"11/02/2021","14.05","13.48","14.21","13.37","6.60M","4.23%"
"11/01/2021","13.48","13.92","13.99","13.24","3.83M","-3.07%"
"10/28/2021","13.91","14.08","14.13","13.87","1.33M","-1.21%"
"10/27/2021","14.08","14.22","14.63","13.96","5.87M","0.20%"
"10/26/2021","14.05","13.57","14.40","13.37","8.80M","4.30%"
"10/25/2021","13.47","13.29","13.82","13.14","6.23M","0.50%"
"10/22/2021","13.41","12.72","13.70","12.44","12.20M","6.97%"
"10/21/2021","12.53","12.32","12.53","11.95","4.47M","2.40%"
"10/20/2021","12.24","12.25","12.40","11.97","3.33M","0.08%"
"10/19/2021","12.23","12.34","12.59","12.10","4.35M","0.47%"
"10/18/2021","12.17","11.96","12.60","11.58","10.92M","2.31%"
"10/15/2021","11.90","11.32","12.37","11.20","20.08M","5.74%"
"10/14/2021","11.25","11.16","11.49","11.10","2.62M","0.42%"
"10/13/2021","11.20","11.33","11.41","11.11","1.65M","-0.51%"
"10/12/2021","11.26","11.36","11.46","11.25","1.65M","-1.25%"
"10/11/2021","11.40","11.39","11.58","11.37","1.85M","-0.41%"
"10/08/2021","11.45","11.70","11.75","11.38","2.47M","-1.87%"
"10/07/2021","11.67","11.50","12.04","11.19","6.47M","1.65%"
"10/06/2021","11.48","11.18","12.14","10.94","9.54M","2.63%"
"10/05/2021","11.19","11.36","11.44","11.11","2.06M","-1.51%"
"10/04/2021","11.36","11.39","11.62","11.36","1.67M","-0.42%"
"10/01/2021","11.40","11.48","11.58","11.38","1.19M","-0.83%"
"09/30/2021","11.50","11.65","11.68","11.42","2.01M","-0.74%"
"09/29/2021","11.58","11.70","11.75","11.43","2.34M","-0.89%"
"09/28/2021","11.69","11.47","12.23","11.43","7.21M","1.99%"
"09/27/2021","11.46","11.65","11.85","11.46","1.78M","-1.55%"
"09/24/2021","11.64","11.84","11.87","11.62","1.81M","-1.92%"
"09/23/2021","11.87","11.87","12.09","11.58","3.37M","-0.08%"
"09/22/2021","11.88","11.96","12.19","11.68","4.30M","0.32%"
"09/21/2021","11.84","11.27","12.25","11.16","10.83M","5.41%"
"09/20/2021","11.23","11.74","11.74","11.23","2.79M","-4.75%"
"09/17/2021","11.79","12.16","12.23","11.72","2.31M","-2.74%"
"09/16/2021","12.13","12.47","12.86","12.08","6.62M","-2.07%"
"09/15/2021","12.38","12.82","12.82","12.34","4.37M","-2.76%"
"09/14/2021","12.73","12.51","13.40","12.32","17.14M","1.44%"
"09/13/2021","12.55","12.70","12.95","12.43","4.65M","-1.34%"
"09/10/2021","12.72","12.70","13.25","12.46","8.74M","0.30%"
"09/09/2021","12.69","13.29","13.96","12.68","22.04M","-1.33%"
"09/08/2021","12.86","11.86","12.86","11.30","10.47M","9.99%"
"09/07/2021","11.69","12.09","12.33","11.69","2.64M","-3.30%"
"09/06/2021","12.09","11.66","12.47","11.38","7.40M","3.75%"
"09/03/2021","11.65","12.21","12.72","11.30","17.63M","-4.36%"
"09/02/2021","12.18","11.66","12.18","11.52","11.26M","9.94%"
"09/01/2021","11.08","10.07","11.08","10.05","4.01M","9.99%"
"08/31/2021","10.07","10.26","10.41","10.06","4.46M","-1.76%"
"08/27/2021","10.25","10.20","10.35","9.87","2.60M","0.90%"
"08/26/2021","10.16","10.62","10.65","10.16","2.70M","-3.94%"
"08/25/2021","10.58","10.84","11.05","10.56","3.39M","-3.12%"
"08/24/2021","10.92","10.81","11.01","10.53","5.69M","0.96%"
"08/23/2021","10.82","11.11","11.26","10.80","3.53M","-2.31%"
"08/20/2021","11.07","10.87","11.18","10.66","3.31M","1.83%"
"08/19/2021","10.87","11.11","11.11","10.86","3.28M","-2.21%"
"08/18/2021","11.12","11.36","11.45","11.11","1.44M","-1.01%"
"08/17/2021","11.23","11.51","11.80","11.18","3.47M","-2.30%"
"08/16/2021","11.50","11.25","11.98","11.17","3.83M","2.19%"
"08/13/2021","11.25","11.17","11.36","11.03","3.09M","1.36%"
"08/12/2021","11.10","11.32","11.41","11.04","4.55M","-1.92%"
"08/11/2021","11.32","11.36","11.72","11.18","3.18M","-0.33%"
"08/10/2021","11.36","11.54","11.69","11.30","1.74M","-2.12%"
"08/09/2021","11.60","11.20","11.84","11.02","5.26M","3.11%"
"08/06/2021","11.25","11.45","11.55","11.20","1.66M","-1.74%"
"08/05/2021","11.45","11.59","11.59","11.40","1.56M","-1.47%"
"08/04/2021","11.62","11.63","11.80","11.60","1.22M","0.00%"
"08/03/2021","11.62","11.68","11.88","11.54","1.84M","-0.41%"
"08/02/2021","11.67","11.66","11.88","11.65","1.59M","0.08%"
"07/30/2021","11.66","11.89","11.89","11.66","1.28M","-2.07%"
"07/29/2021","11.90","11.95","12.15","11.87","2.27M","0.08%"
"07/28/2021","11.90","11.98","12.60","11.83","3.06M","-0.95%"
"07/27/2021","12.01","11.84","12.38","11.45","2.64M","0.95%"
"07/26/2021","11.90","12.28","12.28","11.88","1.64M","-3.16%"
"07/19/2021","12.28","12.34","12.38","12.06","609.16K","-0.46%"
"07/16/2021","12.34","12.75","12.81","12.25","2.10M","-3.19%"
"07/14/2021","12.75","11.97","13.01","11.93","3.47M","6.48%"
"07/13/2021","11.97","12.39","12.49","11.81","2.66M","-3.21%"
"07/12/2021","12.37","13.00","13.01","12.36","2.34M","-4.18%"
"07/09/2021","12.91","12.80","12.99","12.64","1.76M","0.96%"
"07/08/2021","12.78","13.13","13.13","12.65","2.75M","-2.81%"
"07/07/2021","13.15","13.44","13.62","13.03","2.15M","-0.71%"
"07/06/2021","13.25","13.48","13.48","13.19","2.29M","-0.85%"
"07/05/2021","13.36","13.62","13.62","13.25","2.38M","-2.35%"
"07/02/2021","13.68","14.03","14.07","13.51","1.84M","-2.30%"
"07/01/2021","14.01","14.26","14.38","13.66","2.43M","-2.37%"
"06/30/2021","14.35","14.19","14.79","14.01","1.51M","1.07%"
"06/29/2021","14.19","13.44","14.55","13.29","1.66M","5.26%"
"06/28/2021","13.48","12.96","14.01","12.70","1.85M","4.01%"
"06/25/2021","12.96","13.23","13.33","12.96","442.00K","-1.30%"
"06/24/2021","13.13","13.03","13.24","12.89","531.76K","0.80%"
"06/23/2021","13.03","13.15","13.23","12.83","830.30K","1.55%"
"06/22/2021","12.83","12.78","13.13","12.78","530.36K","0.37%"
"06/21/2021","12.78","12.72","13.22","12.72","762.84K","-4.12%"
"06/18/2021","13.33","13.53","14.19","12.96","1.25M","-1.67%"
"06/17/2021","13.56","13.08","13.56","12.67","1.85M","9.98%"
"06/16/2021","12.33","12.72","12.81","12.32","563.98K","-3.05%"
"06/15/2021","12.72","12.92","13.04","12.64","408.60K","-1.61%"
"06/14/2021","12.93","13.13","13.44","12.93","377.77K","-1.59%"
"06/11/2021","13.13","13.25","13.34","13.13","316.05K","-0.86%"
"06/10/2021","13.25","13.13","13.28","13.03","428.37K","1.01%"
"06/09/2021","13.12","12.83","13.45","12.72","675.69K","1.91%"
"06/08/2021","12.87","12.87","13.21","12.81","520.05K","-1.45%"
"06/07/2021","13.06","13.26","13.46","12.87","653.86K","-1.50%"
"06/04/2021","13.26","13.70","13.70","13.24","819.63K","-3.25%"
"06/03/2021","13.70","13.63","14.13","13.44","1.16M","-2.82%"
"06/02/2021","14.10","15.11","15.11","13.77","2.37M","2.62%"
"06/01/2021","13.74","13.06","13.74","12.87","896.67K","10.01%"
"05/31/2021","12.49","12.60","12.70","12.10","623.82K","-0.87%"
"05/28/2021","12.60","12.78","12.87","12.19","560.00K","-0.16%"
"05/27/2021","12.62","12.78","13.06","12.42","607.99K","-1.25%"
"05/26/2021","12.78","13.05","13.28","12.41","695.23K","-2.07%"
"05/25/2021","13.05","13.36","13.44","12.80","948.51K","-2.47%"
"05/24/2021","13.38","13.34","13.47","13.15","894.06K","0.30%"
"05/21/2021","13.34","13.34","13.82","13.10","904.01K","0.23%"
"05/20/2021","13.31","13.10","13.64","12.49","1.19M","1.45%"
"05/18/2021","13.12","13.48","13.57","13.10","856.57K","-2.67%"
"05/17/2021","13.48","13.91","13.91","13.44","858.77K","-3.51%"
"05/12/2021","13.97","13.77","14.07","13.61","226.30K","1.45%"
"05/11/2021","13.77","13.25","14.19","13.06","1.49M","1.18%"
"05/10/2021","13.61","13.88","13.92","13.34","807.01K","-0.44%"
"05/07/2021","13.67","14.19","14.24","13.29","1.19M","-3.60%"
"05/06/2021","14.18","14.40","14.40","13.76","2.00M","7.91%"
"05/05/2021","13.14","13.24","13.94","12.97","953.15K","-2.52%"
"05/04/2021","13.48","13.78","14.58","12.95","1.50M","-1.96%"
"05/03/2021","13.75","13.03","14.01","13.03","1.19M","5.85%"
"04/30/2021","12.99","12.33","13.25","12.13","900.30K","5.35%"
"04/29/2021","12.33","12.81","13.07","12.13","919.96K","-3.52%"
"04/28/2021","12.78","12.87","13.58","12.25","2.07M","1.91%"
"04/27/2021","12.54","11.91","12.54","11.91","1.27M","10.00%"
"04/26/2021","11.40","10.31","11.40","9.85","1.28M","9.93%"
"04/22/2021","10.37","9.12","10.37","8.49","2.58M","9.97%"
"04/21/2021","9.43","10.09","10.48","9.43","1.77M","-10.02%"
"04/20/2021","10.48","11.63","11.64","10.48","1.48M","-9.97%"
"04/19/2021","11.64","12.73","12.76","11.46","1.59M","-8.56%"
"04/16/2021","12.73","13.05","13.05","12.41","588.79K","-1.39%"
"04/15/2021","12.91","13.48","13.63","12.82","865.24K","-4.09%"
"04/14/2021","13.46","13.34","13.72","13.24","666.88K","1.28%"
"04/13/2021","13.29","14.19","14.20","13.06","892.78K","-3.70%"
"04/12/2021","13.80","14.97","15.14","13.59","1.09M","-1.71%"
"04/09/2021","14.04","13.71","14.08","13.06","1.20M","2.41%"
"04/08/2021","13.71","14.04","14.20","13.58","893.59K","-2.14%"
"04/07/2021","14.01","13.85","14.69","13.58","1.00M","1.16%"
"04/06/2021","13.85","14.70","14.80","13.85","1.05M","-5.53%"
"04/05/2021","14.66","15.22","15.54","14.19","1.92M","-3.68%"
"04/02/2021","15.22","15.33","16.39","15.05","3.17M","1.13%"
"04/01/2021","15.05","15.05","15.05","14.12","2.18M","10.01%"
"03/31/2021","13.68","12.44","13.68","12.44","4.42M","9.97%"
"03/30/2021","12.44","13.25","13.25","12.19","9.25M","-6.89%"
"03/29/2021","13.36","13.95","14.25","13.32","4.36M","-5.25%"
"03/26/2021","14.10","14.55","14.73","13.54","6.24M","-3.09%"
"03/25/2021","14.55","15.46","15.57","14.31","6.70M","-5.70%"
"03/24/2021","15.43","15.16","15.84","15.16","7.15M","2.25%"
"03/23/2021","15.09","13.82","15.69","13.27","14.59M","2.44%"
"03/22/2021","14.73","15.14","15.58","14.73","3.63M","-10.02%"
"03/19/2021","16.37","16.89","17.35","16.16","8.61M","-3.76%"
"03/18/2021","17.01","16.05","17.32","15.97","11.86M","5.98%"
"03/17/2021","16.05","16.77","16.91","16.02","5.29M","-4.41%"
"03/16/2021","16.79","16.74","17.59","16.13","9.47M","0.30%"
"03/15/2021","16.74","17.70","18.02","16.55","10.16M","-5.26%"
"03/12/2021","17.67","17.76","18.36","17.30","12.96M","-4.38%"
"03/11/2021","18.48","17.60","19.40","17.32","19.69M","0.65%"
"03/10/2021","18.36","18.58","19.21","17.89","10.69M","-1.13%"
"03/09/2021","18.57","19.49","20.08","18.17","12.53M","-4.72%"
"03/08/2021","19.49","18.95","20.35","18.26","26.57M","5.18%"
"03/05/2021","18.53","16.83","18.53","16.13","21.50M","10.04%"
"03/04/2021","16.84","20.57","20.57","16.84","24.99M","-9.99%"
"03/03/2021","18.71","18.71","18.71","18.71","1.06M","9.99%"
"03/02/2021","17.01","16.65","17.01","16.10","1.36M","9.95%"
"03/01/2021","15.47","14.16","15.47","14.16","1.94M","9.95%"
"02/26/2021","14.07","13.48","14.59","13.25","2.83M","-3.43%"
"02/25/2021","14.57","16.09","16.09","14.38","2.89M","-3.19%"
"02/24/2021","15.05","15.22","16.53","14.88","3.17M","-6.46%"
"02/23/2021","16.09","16.90","17.98","15.27","4.27M","-4.79%"
"02/22/2021","16.90","17.79","18.34","16.90","2.44M","-5.48%"
"02/19/2021","17.88","17.22","18.64","16.17","4.24M","3.83%"
"02/18/2021","17.22","17.95","18.70","17.07","4.02M","-7.91%"
"02/17/2021","18.70","19.34","19.63","18.38","3.00M","-0.05%"
"02/16/2021","18.71","17.78","19.13","16.90","5.23M","5.23%"
"02/15/2021","17.78","17.92","19.70","17.03","7.35M","-0.78%"
"02/12/2021","17.92","17.36","17.92","17.13","5.31M","9.94%"
"02/11/2021","16.30","15.71","16.30","15.15","4.59M","9.99%"
"02/10/2021","14.82","12.87","14.82","12.78","7.11M","9.94%"
"02/09/2021","13.48","11.59","13.48","11.03","9.05M","10.04%"
"02/08/2021","12.25","13.39","13.60","12.25","4.88M","-9.99%"
"02/05/2021","13.61","14.33","14.65","13.08","5.16M","-5.62%"
"02/04/2021","14.42","14.74","16.09","14.01","7.54M","-2.17%"
"02/03/2021","14.74","12.11","14.74","12.07","9.25M","9.92%"
"02/02/2021","13.41","13.40","13.41","12.93","2.90M","9.92%"
"02/01/2021","12.20","11.73","12.20","11.73","5.41M","10.01%"
"01/29/2021","11.09","10.19","11.09","10.12","15.65M","9.91%"
"01/28/2021","10.09","9.25","10.09","8.61","29.54M","10.03%"
"01/27/2021","9.17","8.76","9.17","8.71","24.53M","9.95%"
"01/26/2021","8.34","7.51","8.34","7.24","17.68M","10.03%"
"01/25/2021","7.58","7.99","8.12","7.57","11.07M","-4.29%"
"01/22/2021","7.92","7.80","8.12","7.42","16.39M","2.72%"
"01/21/2021","7.71","7.38","7.90","7.38","22.78M","7.38%"
"01/20/2021","7.18","6.79","7.18","6.66","18.92M","9.95%"
"01/19/2021","6.53","6.51","6.90","6.40","20.15M","2.51%"
"01/18/2021","6.37","5.80","6.37","5.75","33.14M","10.02%"
"01/15/2021","5.79","5.48","5.79","5.40","9.00M","5.27%"
"01/14/2021","5.50","5.69","5.72","5.49","6.17M","-3.17%"
"01/13/2021","5.68","5.49","5.92","5.30","22.36M","2.53%"
"01/12/2021","5.54","5.85","5.87","5.40","11.31M","-5.30%"
"01/11/2021","5.85","5.97","6.08","5.70","15.09M","-1.85%"
"01/08/2021","5.96","5.83","6.15","5.76","20.82M","4.20%"
"01/07/2021","5.72","5.20","5.72","5.15","22.86M","10.00%"
"01/06/2021","5.20","5.28","5.31","5.07","12.51M","0.58%"
"01/05/2021","5.17","4.83","5.25","4.75","26.45M","7.04%"
"01/04/2021","4.83","4.47","4.93","4.36","19.02M","7.81%"
"12/31/2020","4.48","4.54","4.55","4.37","10.24M","-1.54%"
"12/30/2020","4.55","4.30","4.67","4.13","22.04M","6.56%"
"12/29/2020","4.27","4.35","4.44","4.04","19.13M","-1.16%"
"12/28/2020","4.32","4.19","4.32","3.99","27.48M","9.92%"
"12/25/2020","3.93","3.58","3.93","3.53","15.38M","9.78%"
"12/24/2020","3.58","3.60","3.65","3.51","7.99M","-1.38%"
"12/23/2020","3.63","3.42","3.74","3.38","17.49M","6.76%"
"12/22/2020","3.40","3.41","3.45","3.33","8.40M","0.29%"
"12/21/2020","3.39","3.37","3.40","3.30","3.72M","0.00%"
"12/18/2020","3.39","3.41","3.41","3.37","2.78M","-0.59%"
"12/17/2020","3.41","3.42","3.53","3.33","9.74M","0.89%"
"12/16/2020","3.38","3.53","3.53","3.37","6.94M","-3.43%"
"12/15/2020","3.50","3.45","3.59","3.38","26.53M","5.11%"
"12/14/2020","3.33","3.35","3.43","3.26","9.37M","-0.30%"
"12/11/2020","3.34","3.37","3.37","3.30","3.38M","-0.30%"
"12/10/2020","3.35","3.39","3.40","3.33","3.93M","-1.18%"
"12/09/2020","3.39","3.48","3.50","3.38","5.74M","-2.31%"
"12/08/2020","3.47","3.42","3.54","3.40","8.00M","1.46%"
"12/07/2020","3.42","3.31","3.50","3.29","12.63M","4.27%"
"12/04/2020","3.28","3.42","3.42","3.26","8.26M","-3.53%"
"12/03/2020","3.40","3.21","3.53","3.19","35.93M","5.92%"
"12/02/2020","3.21","3.27","3.28","3.19","6.06M","-1.53%"
"12/01/2020","3.26","3.20","3.32","3.16","13.97M","4.15%"
"11/30/2020","3.13","3.19","3.19","3.12","4.39M","-1.88%"
"11/27/2020","3.19","3.20","3.26","3.15","5.50M","0.63%"
"11/26/2020","3.17","3.14","3.36","3.11","15.42M","0.96%"
"11/25/2020","3.14","3.21","3.22","3.13","4.66M","-2.18%"
"11/24/2020","3.21","3.29","3.29","3.18","5.36M","-2.43%"
"11/23/2020","3.29","3.39","3.39","3.22","8.79M","-2.37%"
"11/20/2020","3.37","3.22","3.48","3.20","23.34M","5.64%"
"11/19/2020","3.19","3.23","3.23","3.08","9.56M","-1.24%"
"11/18/2020","3.23","3.33","3.42","3.19","10.99M","-3.58%"
"11/17/2020","3.35","3.41","3.43","3.33","7.48M","-2.62%"
"11/16/2020","3.44","3.59","3.59","3.41","6.57M","-0.29%"
"11/13/2020","3.45","3.47","3.57","3.37","8.34M","-0.58%"
"11/12/2020","3.47","3.50","3.56","3.34","16.66M","-1.14%"
"11/11/2020","3.51","3.69","3.77","3.51","16.95M","-4.88%"
"11/10/2020","3.69","3.65","3.82","3.47","24.54M","1.37%"
"11/09/2020","3.64","3.97","3.97","3.44","27.91M","-1.62%"
"11/06/2020","3.70","3.79","4.05","3.68","68.64M","0.54%"
"11/05/2020","3.68","3.68","3.68","3.54","6.66M","9.85%"
"11/04/2020","3.35","3.18","3.35","3.14","17.93M","9.84%"
"11/03/2020","3.05","2.90","3.05","2.79","30.65M","10.11%"
"11/02/2020","2.77","3.21","3.24","2.77","62.71M","-9.48%"
"10/30/2020","3.06","2.83","3.06","2.83","74.69M","9.68%"
"10/28/2020","2.79","2.69","2.79","2.63","23.66M","10.28%"
"10/27/2020","2.53","2.53","2.53","2.44","44.93M","9.52%"
"10/26/2020","2.31","2.31","2.31","2.31","5.04M","10.00%"
"10/23/2020","2.10","2.10","2.10","2.10","157.81K","9.95%"
"10/22/2020","1.91","1.91","1.91","1.91","69.83K","9.77%"
"10/21/2020","1.74","1.74","1.74","1.74","9.56K","10.13%"
"10/20/2020","1.58","1.58","1.58","1.58","16.66K","9.72%"
